track,track_code,race_no,minutes_before,target_time,started_at,finished_at,status,returncode
urawa,18,10,30,2026-09-23T17:45:00+09:00,2026-09-23T17:45:00.000441+09:00,2026-09-23T17:45:03.199282+09:00,success,0
urawa,18,10,15,2026-09-23T18:00:00+09:00,2026-09-23T18:00:00.000834+09:00,2026-09-23T18:00:05.158979+09:00,success,0
urawa,18,10,10,2026-09-23T18:05:00+09:00,2026-09-23T18:05:00.000481+09:00,2026-09-23T18:05:02.869180+09:00,success,0
urawa,18,10,5,2026-09-23T18:10:00+09:00,2026-09-23T18:10:00.000710+09:00,2026-09-23T18:10:04.191833+09:00,success,0
urawa,18,10,2,2026-09-23T18:13:00+09:00,2026-09-23T18:13:00.000524+09:00,2026-09-23T18:13:02.599215+09:00,success,0
urawa,18,11,30,2026-09-23T18:25:00+09:00,2026-09-23T18:25:00.000486+09:00,2026-09-23T18:25:02.475806+09:00,success,0
urawa,18,11,15,2026-09-23T18:40:00+09:00,2026-09-23T18:40:00.000749+09:00,2026-09-23T18:40:02.695343+09:00,success,0
urawa,18,11,10,2026-09-23T18:45:00+09:00,2026-09-23T18:45:00.000541+09:00,2026-09-23T18:45:02.916379+09:00,success,0
urawa,18,11,5,2026-09-23T18:50:00+09:00,2026-09-23T18:50:00.000670+09:00,2026-09-23T18:50:02.852729+09:00,success,0
urawa,18,11,2,2026-09-23T18:53:00+09:00,2026-09-23T18:53:00.000499+09:00,2026-09-23T18:53:02.124062+09:00,success,0
urawa,18,12,30,2026-09-23T19:00:00+09:00,2026-09-23T19:00:00.000461+09:00,2026-09-23T19:00:03.353585+09:00,success,0
urawa,18,12,15,2026-09-23T19:15:00+09:00,2026-09-23T19:15:00.000570+09:00,2026-09-23T19:15:02.416510+09:00,success,0
urawa,18,12,10,2026-09-23T19:20:00+09:00,2026-09-23T19:20:00.000420+09:00,2026-09-23T19:20:02.046360+09:00,success,0
urawa,18,12,5,2026-09-23T19:25:00+09:00,2026-09-23T19:25:00.000557+09:00,2026-09-23T19:25:03.271831+09:00,success,0
urawa,18,12,2,2026-09-23T19:28:00+09:00,2026-09-23T19:28:00.000519+09:00,2026-09-23T19:28:01.543566+09:00,success,0
monbetsu,36,12,30,2026-09-23T20:20:00+09:00,2026-09-23T20:20:00.000534+09:00,2026-09-23T20:20:02.644577+09:00,success,0
monbetsu,36,12,15,2026-09-23T20:35:00+09:00,2026-09-23T20:35:00.000536+09:00,2026-09-23T20:35:01.463491+09:00,success,0
monbetsu,36,12,10,2026-09-23T20:40:00+09:00,2026-09-23T20:40:00.000429+09:00,2026-09-23T20:40:01.625863+09:00,success,0
monbetsu,36,12,5,2026-09-23T20:45:00+09:00,2026-09-23T20:45:00.000429+09:00,2026-09-23T20:45:02.082152+09:00,success,0
monbetsu,36,12,2,2026-09-23T20:48:00+09:00,2026-09-23T20:48:00.000406+09:00,2026-09-23T20:48:01.176470+09:00,success,0
